Female_genotype,Species,DTS,DTA,PH,EH,EN,BW,BL,SL,SPAD1,SPAD1_Date,Species,SPAD2_Date,Leaf_Auringle,ST,StPu,StPi,Kinki,Prolif,NBR,LI_COR,LI_COR_Date,SCiO,SCiO_Date
Zlux-FAC--P-87_P1_P1_P4_P1.1.1.1,Zlux,6/28/23,6/27/23,216,75,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JLNCM-657_P4_P1_P2_P1.2.1.1,Bals,6/27/23,6/28/23,159,50,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P2_P4.1.1.1,Zdip,7/6/23,7/6/23,201,80,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P4_P3.4.1.1,Zdip,6/27/23,6/26/23,185,75,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
B73,B73,7/1/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P3_P5.1.1.1,Dura,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P2_P2.2.1.1,Zdip,7/3/23,7/3/23,193,72,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,2,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P5_P5.1.1.1,Zdip,6/29/23,6/29/23,201,69,5,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-CIM11365_P2_P2_P4_P1.2.1.1,Mesa,7/1/23,6/29/23,201,60,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-LOS-75_P2_P1_P4_P1.1.1.1,Mesa,7/5/23,7/2/23,275,123,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-440_P3_P1_P4_P1.2.1.1,Mesa,7/1/23,6/29/23,192,83,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P4_P1.2.1.1,Nabo,7/2/23,7/1/23,158,56,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-LCL-565_P2_P1_P5_P1.2.1.1,Mesa,7/2/23,6/29/23,188,79,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P4_P5.3.1.1,Dura,7/1/23,6/28/23,169,60,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P2_P5.2.1.1,Zdip,7/3/23,7/2/23,206,78,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-RMM-LCL-473_P3_P1_P2_P1.3.1.1,Mesa,6/29/23,6/28/23,188,76,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-487_P1_P1_P2_P1.2.1.1,Bals,7/4/23,7/1/23,219,85,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
B73,B73,6/27/23,6/26/23,215,90,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-467_P2_P1_P4_P1.2.1.1,Bals,7/4/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P4_P4.3.1.1,Zdip,7/2/23,6/30/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Bals-JLNCM-646_P2_P1_P4_P1.1.1.1,Bals,6/28/23,6/28/23,180,86,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P1_P2.3.1.1,Zdip,6/27/23,6/26/23,184,75,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zlux-G3_P3_P1_P3_P2.3.1.1,Zlux,6/28/23,6/28/23,187,69,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zlux-G3_P3_P1_P1_P2.3.1.1,Zlux,7/2/23,7/2/23,218,76,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P3_P1_P2_P2.5.1.1,Nabo,6/30/23,6/30/23,177,48,7,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P2_P4.3.1.1,Zdip,7/1/23,7/1/23,187,78,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P3_P3.4.1.1,Zdip,7/4/23,7/4/23,198,80,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Chal-JSG-RMM-LCL-476_P2_P1_P2_P2.2.1.1,Chal,7/4/23,7/5/23,239,95,4,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,Y,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-495_P4_P1_P4_P2.2.1.1,Bals,6/26/23,6/25/23,154,55,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P2_P3.3.1.1,Zdip,6/27/23,6/27/23,176,64,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JLNCM-654_P1_P1_P5_P1.2.1.1,Bals,6/27/23,6/26/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Nabo-JSG-SRV-606_P2_P1_P4_P1.1.1.1,Nabo,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-514_P3_P1_P4_P1.2.1.1,Bals,7/1/23,6/28/23,180,70,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-427_P2_P1_P2_P1.2.1.1,Mesa,6/28/23,6/27/23,178,70,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Chal-JSG-JMHC-629_P4_P1_P4_P1.1.1.1,Chal,6/28/23,6/28/23,200,75,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P1_P4.2.1.1,Dura,7/5/23,7/1/23,177,68,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P4_P1.1.1.1,Bals,6/26/23,6/28/23,189,77,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Hueh-H1_P3_P1_P2_P1.3.1.1,Hueh,7/1/23,7/1/23,192,64,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P4_P4.3.1.1,Zdip,7/5/23,7/5/23,210,90,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P4_P3.2.1.1,Zdip,7/3/23,7/2/23,210,102,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-606_P2_P1_P5_P1.2.1.1,Nabo,7/1/23,6/29/23,165,68,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JLNCM-646_P2_P1_P1_P1.1.1.1,Bals,6/27/23,6/27/23,185,75,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Hueh-H2_P4_P1_P1_P1.3.1.1,Hueh,7/4/23,7/2/23,200,64,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P5_P4.2.1.1,Zdip,7/1/23,6/29/23,180,70,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P3_P1_P1_P2.4.1.1,Nabo,6/25/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-523_P1_P1_P2_P2.2.1.1,Bals,6/29/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-483_P3_P1_P1_P1.1.1.1,Bals,6/28/23,6/28/23,194,81,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zlux-G3_P3_P1_P3_P1.3.1.1,Zlux,6/30/23,6/30/23,207,74,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-Y-RMM-458_P1_P1_P2_P1.1.1.1,Bals,6/27/23,6/27/23,207,93,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
B73,B73,6/27/23,6/26/23,231,103,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P1_P2.1.1.1,Zdip,6/26/23,6/28/23,168,60,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P5_P1.5.1.1,Zdip,7/1/23,6/30/23,221,72,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-LCL-JGRF-586_P1_P2_P2_P1.2.1.1,Mesa,6/30/23,6/29/23,209,85,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P5_P4.2.1.1,Dura,6/25/23,6/24/23,191,80,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P4_P2.2.1.1,Zdip,6/29/23,6/30/23,212,111,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-RMM-LCL-536_P1_P1_P4_P2.2.1.1,Mesa,6/27/23,6/27/23,184,65,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
B73,B73,6/28/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Chal-JSG-Y-RMM-463_P2_P1_P4_P1.2.1.1,Chal,6/28/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P2_P1_P2_P2.1.1.1,Zdip,7/1/23,6/29/23,180,64,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Hueh-H2_P4_P1_P4_P2.4.1.1,Hueh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P5_P3.4.1.1,Nabo,6/29/23,6/28/23,178,58,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P5_P4.2.1.1,Dura,7/1/23,6/30/23,146,62,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-Y-RMM-429_P2_P1_P3_P2.1.1.1,Dura,6/27/23,6/26/23,180,73,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-Y-RMM-458_P1_P1_P4_P2.2.1.1,Bals,6/28/23,6/27/23,181,61,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-LCL-676_P3_P1_P2_P1.3.1.1,Bals,7/1/23,6/29/23,161,55,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-LCL-566_P2_P1_P1_P1.4.1.1,Mesa,6/26/23,6/26/23,174,58,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-606_P2_P1_P1_P2.1.1.1,Nabo,7/3/23,6/30/23,185,80,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Chal-JSG-LCL-559_P2_P1_P2_P2.2.1.1,Chal,7/2/23,7/4/23,189,107,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-523_P1_P1_P4_P1.1.1.1,Bals,7/6/23,7/4/23,225,109,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-LCL-566_P2_P1_P3_P1.1.1.1,Mesa,6/27/23,6/28/23,222,75,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-RMM-LCL-473_P3_P1_P1_P1.2.1.1,Mesa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
B73,B73,6/29/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,NA,NA,NA,NA,NA,NA,NA
Chal-JSG-RMM-LCL-476_P2_P1_P3_P1.2.1.1,Chal,6/27/23,6/26/23,168,70,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P3_P3.3.1.1,Zdip,6/29/23,6/29/23,152,75,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Chal-JSG-JMHC-629_P4_P1_P1_P1.2.1.1,Chal,6/27/23,6/27/23,182,75,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P1_P3.3.1.1,Dura,6/27/23,6/26/23,174,68,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,2,NA,NA,NA,NA,NA
Zlux-G3_P3_P1_P4_P1.1.1.1,Zlux,6/26/23,6/27/23,185,68,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zlux-G7_P2_P1_P2_P1.2.1.1,Zlux,6/28/23,6/29/23,170,55,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,2,NA,NA,NA,NA,NA
Mesa-JSG-427_P2_P1_P3_P1.2.1.1,Mesa,6/25/23,6/26/23,185,81,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-RMM-LCL-536_P1_P1_P2_P2.1.1.1,Mesa,7/1/23,6/28/23,174,73,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Zlux-G7_P2_P1_P3_P1.1.1.1,Zlux,7/4/23,7/1/23,165,53,1,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P4_P3.3.1.1,Zdip,6/27/23,6/26/23,175,57,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Chal-JSG-Y-RMM-463_P2_P1_P2_P1.1.1.1,Chal,6/29/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Purple Check,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zlux-FAC--P-87_P1_P1_P1_P4.2.1.1,Zlux,6/28/23,6/27/23,185,72,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-Y-RMM-429_P2_P1_P3_P2.4.1.1,Dura,7/1/23,7/1/23,186,73,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-444_P2_P1_P1_P2.2.1.1,Mesa,7/2/23,6/30/23,218,100,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Hueh-H2_P4_P1_P3_P1.3.1.1,Hueh,7/1/23,6/29/23,176,65,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
B73,B73,7/1/23,6/28/23,177,63,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Hueh-H2_P4_P1_P3_P1.4.1.1,Hueh,7/2/23,6/30/23,184,68,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P5_P2.2.1.1,Zdip,7/3/23,7/1/23,185,68,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P3_P1_P3_P1.1.1.1,Nabo,6/30/23,6/29/23,198,77,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-RMM-LCL-536_P1_P1_P2_P1.1.1.1,Mesa,7/1/23,6/28/23,195,73,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
B73,B73,7/1/23,6/27/23,212,87,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P2_P1.3.1.1,Zdip,6/27/23,6/26/23,177,75,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zlux-G3_P3_P1_P2_P1.2.1.1,Zlux,6/30/23,6/28/23,197,75,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Chal-JSG-JMHC-634_P3_P1_P3_P2.2.1.1,Chal,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P4_P5.1.1.1,Zdip,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Chal-JSG-JMHC-626_P4_P1_P1_P1.1.1.1,Chal,6/27/23,6/26/23,192,68,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P5_P4.4.1.1,Nabo,6/29/23,6/28/23,188,83,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P1_P3.2.1.1,Dura,6/27/23,6/27/23,173,59,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Chal-JSG-JMHC-637_P1_P1_P4_P1.1.1.1,Chal,7/23/23,7/23/23,170,47,1,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,2,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P3_P1_P3_P2.3.1.1,Nabo,6/29/23,6/29/23,164,57,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zlux-G3_P3_P1_P5_P1.2.1.1,Zlux,7/4/23,7/4/23,171,45,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-450_P2_P1_P3_P1.2.1.1,Mesa,6/29/23,6/26/23,205,73,1,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-LCL-566_P2_P1_P2_P1.2.1.1,Mesa,6/25/23,6/25/23,230,94,5,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zlux-FAC--P-87_P1_P1_P4_P2.1.1.1,Zlux,6/27/23,6/28/23,198,95,5,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zlux-G6_P4_P1_P1_P1.1.1.1,Zlux,6/29/23,6/28/23,203,77,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P2_P2.3.1.1,Dura,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Mesa-JSG-Y-LOS-75_P2_P1_P5_P1.2.1.1,Mesa,6/28/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Hueh-H2_P4_P1_P1_P1.1.1.1,Hueh,6/28/23,6/28/23,227,75,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P1_P2.2.1.1,Nabo,7/2/23,6/30/23,168,63,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-Y-LOS-142_P2_P1_P3_P1.1.1.1,Bals,7/1/23,6/30/23,215,76,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Chal-JSG-LCL-559_P2_P1_P2_P1.2.1.1,Chal,7/1/23,6/29/23,185,70,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P5_P2.3.1.1,Zdip,6/27/23,6/27/23,175,55,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Chal-JSG-RMM-LCL-476_P2_P1_P4_P2.2.1.1,Chal,7/4/23,7/1/23,167,65,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JACV-T-049_P2_P1_P3_P2.1.1.1,Bals,7/5/23,7/4/23,255,90,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zlux-G3_P3_P1_P1_P3.1.1.1,Zlux,7/4/23,7/2/23,165,50,6,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,2,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P4_P2.1.1.1,Nabo,7/2/23,7/1/23,172,73,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
B73,B73,6/27/23,6/26/23,193,57,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-444_P2_P1_P1_P2.1.1.1,Mesa,6/29/23,6/29/23,186,87,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P1_P1.1.1.1,Dura,6/26/23,6/26/23,209,70,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P4_P1.1.1.1,Zdip,6/30/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Bals-JSG-RMM-558_P3_P1_P4_P1.2.1.1,Bals,6/29/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,NA,NA,NA,NA,NA,NA,NA
Bals-JACV-T-082_P2_P1_P4_P1.1.1.1,Bals,6/25/23,6/25/23,221,82,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zlux-G6_P4_P1_P3_P1.5.1.1,Zlux,7/4/23,7/1/23,230,85,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Bals-JLHNM-661_P2_P2_P4_P2.1.1.1,Bals,6/23/23,6/23/23,185,70,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zlux-G7_P2_P1_P2_P1.1.1.1,Zlux,6/30/23,6/29/23,180,65,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,2,NA,NA,NA,NA,NA
Mesa-JSG-RMM-LCL-536_P1_P1_P2_P1.2.1.1,Mesa,7/1/23,7/1/23,175,54,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-546_P3_P1_P1_P1.2.1.1,Bals,7/10/23,7/7/23,189,57,2,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-DMA-2008-1_P3_P1_P4_P1.1.1.1,Bals,7/21/23,7/7/23,139,25,1,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P3_P3.4.1.1,Nabo,6/28/23,6/27/23,175,58,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Chal-JSG-JMHC-631_P2_P1_P4_P1.1.1.1,Chal,6/27/23,6/26/23,184,78,3,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P5_P3.1.1.1,Dura,6/27/23,6/27/23,207,78,4,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,1,NA,NA,NA,NA,NA
Hueh-H1_P3_P1_P2_P3.3.1.1,Hueh,6/26/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
